"","mu2","mu5","mu6","mu7","mu8","mu10","gamma2","gamma5","gamma6","gamma7","gamma8","gamma10","f2","f5","f6","f7","f8","f10","grow","rel_fit"
"1",0.02,-6.99995,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5.08e-05,5e-05,-5e-05,-5e-05,5e-05,-5e-05,5e-05,5e-05,0.12,1.08
"2",0.0296408099708048,0.00724227513742504,0.0021930061860374,0.0052866429199543,0.011883613810173,0.00790662152026917,0.00370777864416985,0.000238880923892281,0.0129803773950373,0.00446457387699324,0.0137680415270067,0.0125846896269563,0.0114671787220307,-0.00792649798570749,-0.0177089673560772,-0.00541371078532173,-0.0150392926750285,-0.000964749539723061,0.112807435902283,1.07657640861811
"3",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"4",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"5",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"6",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"7",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"8",0.0227995198094695,0.0102624553711382,0.030361627484726,0.0102849998899079,0.0152113936536484,0.0108657371601821,0.00235334894701447,0.00675418541150237,0.0215701762286336,0.0117660454942721,0.0138863491639264,0.0139962041609189,0.0204222702180228,-0.0185811328387197,-0.0218064884156998,-0.0244541625255576,-0.0132218981453927,-0.00689759492680419,0.119175285527362,1.05442771748346
"9",0.0104549678690417,0.00865145412286821,0.0400696831131116,0.00859469125621344,0.00688637675330971,0.0230463524986324,0.00715398173254125,0.017978505645643,0.0244499597852916,0.030425645327363,0.0200409534411931,0.0163466208603359,0.0225710065473687,-0.0162663662363665,-0.0263714538951112,-0.016086645506495,-0.000591133915602502,0.00485877705225152,0.122811382843346,1.05568675235741
"10",0.0104549678690417,0.00865145412286821,0.0400696831131116,0.00859469125621344,0.00688637675330971,0.0230463524986324,0.00715398173254125,0.017978505645643,0.0244499597852916,0.030425645327363,0.0200409534411931,0.0163466208603359,0.0225710065473687,-0.0162663662363665,-0.0263714538951112,-0.016086645506495,-0.000591133915602502,0.00485877705225152,0.122811382843346,1.05568675235741
"11",0.019594080154176,0.00904733624632128,0.0419564009587129,0.027101035217925,0.0104897178997949,0.0155336740408684,0.0224169419708851,0.016504656832836,0.0243532387606158,0.0333682782555937,0.00233990662934098,0.0173963818395098,0.00759416242782473,-0.0263546926497041,-0.0242713608021241,-0.010678565937031,-0.0103685103018299,0.00627103521093357,0.130524118688038,1.05843858000712
"12",0.019594080154176,0.00904733624632128,0.0419564009587129,0.027101035217925,0.0104897178997949,0.0155336740408684,0.0224169419708851,0.016504656832836,0.0243532387606158,0.0333682782555937,0.00233990662934098,0.0173963818395098,0.00759416242782473,-0.0263546926497041,-0.0242713608021241,-0.010678565937031,-0.0103685103018299,0.00627103521093357,0.130524118688038,1.05843858000712
"13",0.019594080154176,0.00904733624632128,0.0419564009587129,0.027101035217925,0.0104897178997949,0.0155336740408684,0.0224169419708851,0.016504656832836,0.0243532387606158,0.0333682782555937,0.00233990662934098,0.0173963818395098,0.00759416242782473,-0.0263546926497041,-0.0242713608021241,-0.010678565937031,-0.0103685103018299,0.00627103521093357,0.130524118688038,1.05843858000712
"14",0.019594080154176,0.00904733624632128,0.0419564009587129,0.027101035217925,0.0104897178997949,0.0155336740408684,0.0224169419708851,0.016504656832836,0.0243532387606158,0.0333682782555937,0.00233990662934098,0.0173963818395098,0.00759416242782473,-0.0263546926497041,-0.0242713608021241,-0.010678565937031,-0.0103685103018299,0.00627103521093357,0.130524118688038,1.05843858000712
"15",0.0461076625035156,0.0151037440226897,0.0296222168889892,0.0201761578717907,0.0122500634628989,0.0055825949009492,0.026581275609775,0.00434150759559783,0.0415524424404329,0.0239873305310055,0.00208239464840339,0.0256700032465814,0.0204418489028966,-0.0219077579027386,-0.0260209390876715,-0.0181111278368185,-0.0219670260729919,0.0177098342470251,0.132169177459068,1.05354319693989
"16",0.0483520894203484,0.00414658996463926,0.0343820116833292,0.013885095710665,0.0182734848393157,0.0131392887242435,0.0303126771085644,0.00509521998200589,0.0442325637005314,0.0224100551585901,0.00563782183572812,0.0116290227911398,0.0147753627267321,-0.0197357858670464,-0.0230293501273717,-0.0228589122209918,-0.0152519757221437,0.00536863141938655,0.129703089252077,1.06151374553089
