"","mu","gamma","f","grow","rel_fit"
"1",0.01,1e-08,1e-06,0.17,0.99
"2",0.01,1e-08,1e-06,0.17,0.99
"3",0.01,1e-08,1e-06,0.17,0.99
"4",0.01,1e-08,1e-06,0.17,0.99
"5",0.01,1e-08,1e-06,0.17,0.99
"6",0.01,1e-08,1e-06,0.17,0.99
"7",0.01,1e-08,1e-06,0.17,0.99
"8",0.01,1e-08,1e-06,0.17,0.99
"9",0.01,1e-08,1e-06,0.17,0.99
"10",0.01,1e-08,1e-06,0.17,0.99
"11",0.0125041706075625,0.00537945686787854,0.0198883128344989,0.148247175317775,0.986588739143218
"12",0.0125041706075625,0.00537945686787854,0.0198883128344989,0.148247175317775,0.986588739143218
"13",0.0150445915889686,0.00410212784207626,0.0330567639443536,0.149361044197745,0.973749166030898
"14",0.0150445915889686,0.00410212784207626,0.0330567639443536,0.149361044197745,0.973749166030898
"15",0.0150445915889686,0.00410212784207626,0.0330567639443536,0.149361044197745,0.973749166030898
"16",0.0150445915889686,0.00410212784207626,0.0330567639443536,0.149361044197745,0.973749166030898
"17",0.0150445915889686,0.00410212784207626,0.0330567639443536,0.149361044197745,0.973749166030898
"18",0.0209232872437764,0.0119195574710945,0.0276908059632199,0.154019694744704,0.983066789791015
"19",0.0209232872437764,0.0119195574710945,0.0276908059632199,0.154019694744704,0.983066789791015
"20",0.0209232872437764,0.0119195574710945,0.0276908059632199,0.154019694744704,0.983066789791015
"21",0.0209232872437764,0.0119195574710945,0.0276908059632199,0.154019694744704,0.983066789791015
"22",0.0369808883463276,0.00842107953546859,0.0297332160861,0.159667183733662,0.978483260414078
"23",0.0369808883463276,0.00842107953546859,0.0297332160861,0.159667183733662,0.978483260414078
"24",0.0383330261452521,0.0163957334867769,0.0307250690929464,0.16612951141522,0.97145506782407
"25",0.0383330261452521,0.0163957334867769,0.0307250690929464,0.16612951141522,0.97145506782407
"26",0.0383330261452521,0.0163957334867769,0.0307250690929464,0.16612951141522,0.97145506782407
"27",0.0611961936782479,0.0292224490921422,0.0368908062216309,0.164443140864325,0.96575759314808
"28",0.072709017100218,0.0069528329192582,0.0213289787852698,0.168062173291549,0.971362731113504
"29",0.072709017100218,0.0069528329192582,0.0213289787852698,0.168062173291549,0.971362731113504
"30",0.072709017100218,0.0069528329192582,0.0213289787852698,0.168062173291549,0.971362731113504
"31",0.0783747658785003,0.0035874641349264,0.0329314898806444,0.158545467927741,0.973065676777311
"32",0.0783747658785003,0.0035874641349264,0.0329314898806444,0.158545467927741,0.973065676777311
"33",0.0902704468510314,0.0130796715703417,0.0352447862787826,0.1561623852052,0.969619041430582
"34",0.0902704468510314,0.0130796715703417,0.0352447862787826,0.1561623852052,0.969619041430582
"35",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"36",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"37",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"38",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"39",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"40",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"41",0.115487612020449,0.0265776663494693,0.0149497141749603,0.156729539357526,0.988550648062574
"42",0.116349652055226,0.0347162270691689,0.015305234870541,0.152383645563419,0.976928964212993
"43",0.106419956470787,0.0316047361026607,0.011464429534518,0.145705200391191,0.986897578555896
"44",0.106419956470787,0.0316047361026607,0.011464429534518,0.145705200391191,0.986897578555896
"45",0.106419956470787,0.0316047361026607,0.011464429534518,0.145705200391191,0.986897578555896
"46",0.106419956470787,0.0316047361026607,0.011464429534518,0.145705200391191,0.986897578555896
"47",0.106419956470787,0.0316047361026607,0.011464429534518,0.145705200391191,0.986897578555896
"48",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"49",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"50",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"51",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"52",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"53",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"54",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"55",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"56",0.113059163451657,0.050295308144777,0.00236552749242759,0.150841619306794,0.963586678855938
"57",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"58",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"59",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"60",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"61",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"62",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"63",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"64",0.113656304929162,0.0441231931888406,-0.00922843952358363,0.142366272950611,0.962149938293895
"65",0.113342763127025,0.0269078291658504,-0.00370200055418917,0.145464196421914,0.967118052049937
"66",0.115587975734011,0.0314533199008648,0.00807930539452108,0.157001763667691,0.977391507517409
"67",0.115587975734011,0.0314533199008648,0.00807930539452108,0.157001763667691,0.977391507517409
"68",0.115587975734011,0.0314533199008648,0.00807930539452108,0.157001763667691,0.977391507517409
"69",0.115587975734011,0.0314533199008648,0.00807930539452108,0.157001763667691,0.977391507517409
"70",0.118545508553513,0.0282046388473087,0.00705043294241553,0.151669089861709,0.975905539116777
"71",0.104699582214411,0.00434781614725006,0.00245674113356235,0.141640257751826,0.97837674184432
"72",0.11866422734916,0.0121435042000008,0.0099610338567494,0.143024521298575,0.980358569912492
"73",0.11866422734916,0.0121435042000008,0.0099610338567494,0.143024521298575,0.980358569912492
"74",0.11072499271624,0.015511555689332,0.00943121200904397,0.152675472349792,0.977435748144482
"75",0.11072499271624,0.015511555689332,0.00943121200904397,0.152675472349792,0.977435748144482
"76",0.11072499271624,0.015511555689332,0.00943121200904397,0.152675472349792,0.977435748144482
"77",0.100059267931005,0.0246690242011401,0.00312628510988602,0.153638265309864,0.971173115918826
"78",0.0956189413816681,0.0424015310089668,0.00393378961599847,0.143350048655962,0.970957693815754
"79",0.0956189413816681,0.0424015310089668,0.00393378961599847,0.143350048655962,0.970957693815754
"80",0.0956189413816681,0.0424015310089668,0.00393378961599847,0.143350048655962,0.970957693815754
"81",0.102682638402933,0.0395247798019274,0.00108031402686308,0.144367638070606,0.967380187483703
"82",0.102682638402933,0.0395247798019274,0.00108031402686308,0.144367638070606,0.967380187483703
"83",0.102682638402933,0.0395247798019274,0.00108031402686308,0.144367638070606,0.967380187483703
"84",0.106159398323604,0.0379806425782881,0.0118561621135052,0.150938752739172,0.951989300416355
"85",0.106159398323604,0.0379806425782881,0.0118561621135052,0.150938752739172,0.951989300416355
"86",0.117300928174645,0.0387354513891892,-0.00543604930095933,0.146450874348118,0.950471286017
"87",0.128382911461171,0.0263758191421395,-0.00882429335872747,0.137543283083001,0.944907135617015
"88",0.128382911461171,0.0263758191421395,-0.00882429335872747,0.137543283083001,0.944907135617015
"89",0.128382911461171,0.0263758191421395,-0.00882429335872747,0.137543283083001,0.944907135617015
"90",0.128382911461171,0.0263758191421395,-0.00882429335872747,0.137543283083001,0.944907135617015
"91",0.128382911461171,0.0263758191421395,-0.00882429335872747,0.137543283083001,0.944907135617015
"92",0.129319937006741,0.029298359205267,-0.0296822137266527,0.141164940528036,0.940923310276482
"93",0.134472347256079,0.0259965899520993,-0.0257945267899923,0.129807123901862,0.93021653260189
"94",0.145194804765503,0.0220414687657864,-0.0208560691651247,0.134107164664386,0.938891073376761
