"","x"
"1",5.13663519590942e-06
"2",2.56102885820156e-08
"3",0.00173314845982768
"4",9.72450632351629e-07
"5",0.00191162162491028
"6",0.000886000267425201
"7",1.93035079274301e-06
"8",1.90785495963356e-07
"9",1.86961807506131e-12
"10",1.95816982585732e-07
"11",1.9067101198678e-09
"12",1.95248202261556e-13
"13",0.0565475281907617
"14",0.0527465673722471
"15",0.0732574967541416
"16",0.0372814398481492
"17",0.0583155804011172
"18",0.148071948778131
"19",0.0137561992241499
"20",0.194048421420571
