"","mu2","mu5","mu6","mu7","mu8","mu10","gamma2","gamma5","gamma6","gamma7","gamma8","gamma10","f2","f5","f6","f7","f8","f10","grow","log.density"
"1",0.18952469458699,0.202532571890654,2.72047950974448,0.646350115777898,3.15226897056758,2.43443934590139,0.254783395462391,0.187368871531129,3.96023481714934,0.877251900176231,0.437848207301422,2.38624773613382,0.00104457185318695,0.192563523180007,0.102440929942437,0.0229523613843042,0.0709287165510563,0.45452432692517,2.17744651628311,-850.420251484043
"2",0.183093730029438,0.206559153687803,2.72672914102176,0.648604050020132,3.15330230401356,2.43004828435682,0.253226582597099,0.187411215347088,3.96035864948754,0.887862976317778,0.43207791774162,2.3894054771258,0.00120366956176903,0.196870088703752,0.103828395169182,0.0208984963092157,0.0703263224853049,0.451857651124861,2.17382593692204,-850.037242049807
"3",0.183093730029438,0.206559153687803,2.72672914102176,0.648604050020132,3.15330230401356,2.43004828435682,0.253226582597099,0.187411215347088,3.96035864948754,0.887862976317778,0.43207791774162,2.3894054771258,0.00120366956176903,0.196870088703752,0.103828395169182,0.0208984963092157,0.0703263224853049,0.451857651124861,2.17382593692204,-850.037242049807
"4",0.184867498858196,0.203572487865606,2.72495433607048,0.652351049378996,3.15078394376238,2.43378205977975,0.249406043070051,0.190483697029217,3.95608160404092,0.888150784923666,0.433217336299414,2.38632826529883,0.00918381712159299,0.195407492248629,0.0982112512740521,0.0205353021604235,0.0669022271176173,0.457034057665447,2.17933312812843,-850.842450918638
"5",0.185965020419223,0.209015980536911,2.7196833174535,0.642850138109945,3.14651220629584,2.43844343629175,0.254201863365594,0.194373821577918,3.95828646564317,0.887653971351942,0.433599819473101,2.38977783803841,0.00836997776282915,0.194612730237739,0.09755023766757,0.0291153322886286,0.0658674514241266,0.454443800257769,2.17297987441775,-850.000504882506
"6",0.185965020419223,0.209015980536911,2.7196833174535,0.642850138109945,3.14651220629584,2.43844343629175,0.254201863365594,0.194373821577918,3.95828646564317,0.887653971351942,0.433599819473101,2.38977783803841,0.00836997776282915,0.194612730237739,0.09755023766757,0.0291153322886286,0.0658674514241266,0.454443800257769,2.17297987441775,-850.000504882506
"7",0.178931941613103,0.207428379923127,2.72522210277054,0.641929150201115,3.15056452513969,2.43964585580309,0.257387703953974,0.195036619045565,3.95976112999966,0.884198244925366,0.433660711992421,2.39006472851666,0.00749727525973586,0.190398801130724,0.101169347935258,0.027462263641861,0.0655607812389094,0.442555907404605,2.16884086324083,-850.087244140355
"8",0.181734174207779,0.21299218137371,2.71782615552116,0.634413251545793,3.14153958846406,2.4406102084039,0.254990073951968,0.198830183037364,3.9643538437147,0.893347930335019,0.442021284952587,2.37911513856249,0.0103595858109494,0.18966663486865,0.0952803632930799,0.0264435548992767,0.0654662425737483,0.43484881945188,2.16822872966361,-850.738494111422
"9",0.185179833262577,0.205964589336221,2.71695085387184,0.64015131915952,3.14868743262446,2.44422901044596,0.251844600152684,0.209258461250564,3.95928119879008,0.88873935817956,0.445890724968373,2.37524874225997,0.00138397621032213,0.188802738714812,0.0905902686242359,0.0260834925974301,0.0730096100847665,0.434522559784929,2.16884266669626,-849.185653917637
"10",0.185179833262577,0.205964589336221,2.71695085387184,0.64015131915952,3.14868743262446,2.44422901044596,0.251844600152684,0.209258461250564,3.95928119879008,0.88873935817956,0.445890724968373,2.37524874225997,0.00138397621032213,0.188802738714812,0.0905902686242359,0.0260834925974301,0.0730096100847665,0.434522559784929,2.16884266669626,-849.185653917637
