"","mu2","mu5","mu6","mu7","mu8","mu10","gamma2","gamma5","gamma6","gamma7","gamma8","gamma10","f2","f5","f6","f7","f8","f10","grow","log.density"
"1",0.184648280408905,0.187655227252553,1.06532774629729,0.642537097142189,1.12249835192411,1.35661323064699,0.305210068119289,1.10195331471386,1.15791056686133,0.585839836715217,1.44151389141948,0.676315412025544,0.0731922021157081,0.153399890366329,0.103251460694831,0.000969861041460054,0.294669486961419,0.304511038040673,1.72404893373969,-855.851264308712
"2",0.176882410959941,0.186804500034821,1.06997194823171,0.646935784119036,1.11913850222281,1.35356168042997,0.297340775930364,1.10558500974852,1.15477470787295,0.58342237412266,1.44363652583317,0.681356194960016,0.0676615403531711,0.155103856642518,0.108973100507721,0.0075011905546143,0.29158214870147,0.3138821681866,1.72420606536799,-856.024309690088
"3",0.167544312006252,0.197308172915971,1.06504532372491,0.652534037169887,1.11919764037897,1.35497555763309,0.295384213461523,1.1054188220884,1.14978345542435,0.580238902734951,1.44405287805575,0.68911209786136,0.0665129530534589,0.152992072796799,0.101396903120472,0.00789528265487804,0.293733439059226,0.310524317368268,1.72664310954891,-856.83626784163
"4",0.16124230093985,0.188823870640024,1.07382211791169,0.659183309286839,1.11751085078189,1.3529556703878,0.307735079054756,1.1019369055482,1.14811808193884,0.58234797316156,1.45176282114335,0.68683304816038,0.0649240573004997,0.170251099733029,0.0972735946945649,0.00971476916529953,0.296570033068843,0.312944566479414,1.72549205435066,-856.301432260842
"5",0.159910929714634,0.184727235220267,1.08191710267783,0.650840251166492,1.10898744114513,1.34812772637951,0.309273496546268,1.11367509431304,1.14743661236274,0.579529863095487,1.45166972959802,0.68906486428283,0.0746517160170369,0.170005029496102,0.100775296589611,0.0143499146530469,0.295038687412071,0.312070061550054,1.7280397101523,-855.837916035039
"6",0.156125463953173,0.182139609488003,1.08351510333238,0.653029623744649,1.11322191472854,1.35108996461408,0.297510597737618,1.1117574548516,1.14735122786013,0.581470504439728,1.44613813417311,0.689110088293892,0.0748880855636725,0.174770139180119,0.0963016325452195,0.0198048319821987,0.298952695393177,0.315797761808046,1.73692512761154,-856.615136570771
"7",0.149890042077616,0.178915885065875,1.0878160133463,0.65530907823588,1.12026029891362,1.35341064649763,0.296978985134828,1.11396155085438,1.14587939402911,0.586110250242977,1.4485431778071,0.689820083267519,0.0753146586416116,0.177743651483105,0.0944032814599268,0.0122500728613925,0.302932757150768,0.316301328168941,1.74366879452249,-856.886466275197
"8",0.149890042077616,0.178915885065875,1.0878160133463,0.65530907823588,1.12026029891362,1.35341064649763,0.296978985134828,1.11396155085438,1.14587939402911,0.586110250242977,1.4485431778071,0.689820083267519,0.0753146586416116,0.177743651483105,0.0944032814599268,0.0122500728613925,0.302932757150768,0.316301328168941,1.74366879452249,-856.886466275197
"9",0.149890042077616,0.178915885065875,1.0878160133463,0.65530907823588,1.12026029891362,1.35341064649763,0.296978985134828,1.11396155085438,1.14587939402911,0.586110250242977,1.4485431778071,0.689820083267519,0.0753146586416116,0.177743651483105,0.0944032814599268,0.0122500728613925,0.302932757150768,0.316301328168941,1.74366879452249,-856.886466275197
"10",0.148393470569242,0.182945263497455,1.10060736557051,0.657028916537505,1.1205044564214,1.35097647798423,0.295912831744696,1.10792583572931,1.14868953610179,0.591635578459623,1.44471491179103,0.687743921710018,0.0836712174234773,0.184801522407755,0.0902425133767646,0.00618706927862814,0.293165054410921,0.305883802882209,1.74444486151808,-855.990035743956
