"","mu2","mu5","mu6","mu7","mu8","mu10","gamma2","gamma5","gamma6","gamma7","gamma8","gamma10","f2","f5","f6","f7","f8","f10","grow","log.density"
"1",0.24236127162781,0.291186237125602,1.39972101446994,0.475071870965611,2.11453825138162,1.27364080641482,0.923926481290458,0.288443809560827,2.49297498091131,1.50374708470661,0.655867138827866,1.58363153572681,0.105630705638364,0.0773147543120973,0.0812436946234052,0.0847738803512515,0.0304607459475252,0.548471037221678,2.35978774108334,-850.739849411771
"2",0.24236127162781,0.291186237125602,1.39972101446994,0.475071870965611,2.11453825138162,1.27364080641482,0.923926481290458,0.288443809560827,2.49297498091131,1.50374708470661,0.655867138827866,1.58363153572681,0.105630705638364,0.0773147543120973,0.0812436946234052,0.0847738803512515,0.0304607459475252,0.548471037221678,2.35978774108334,-850.739849411771
"3",0.24236127162781,0.291186237125602,1.39972101446994,0.475071870965611,2.11453825138162,1.27364080641482,0.923926481290458,0.288443809560827,2.49297498091131,1.50374708470661,0.655867138827866,1.58363153572681,0.105630705638364,0.0773147543120973,0.0812436946234052,0.0847738803512515,0.0304607459475252,0.548471037221678,2.35978774108334,-850.739849411771
"4",0.230896667090142,0.299119025998711,1.40099903534238,0.469192342087949,2.1038508008794,1.27009605955302,0.920696862205079,0.28254538616582,2.49727602944645,1.5013564273824,0.653070761129976,1.59005968994157,0.0988549655660714,0.0721436910365429,0.0876261600582587,0.0881365236058894,0.0320050613420648,0.547391495251136,2.35494259639152,-850.652546217152
"5",0.228912682807685,0.30329653761241,1.40136010924528,0.461331093631536,2.09839811673619,1.26491994705115,0.917216385119166,0.27698984187035,2.50369789239931,1.50181510028077,0.660381165217218,1.59306045161888,0.0970096242104765,0.0727707865244206,0.0884409732505192,0.0880273995068665,0.0316637576554556,0.542141595477653,2.34931149982313,-852.070485080812
"6",0.221180551284579,0.305790439829121,1.40124275133712,0.463551797964455,2.10093761177004,1.26206119001137,0.915716418679933,0.273630854344661,2.49892222404858,1.51249008854385,0.665141375127163,1.5876447109486,0.101333197051289,0.0634722771662136,0.0969466755653971,0.0928890419303788,0.0357180279458856,0.545199356168186,2.34602296601974,-851.59846049417
"7",0.221180551284579,0.305790439829121,1.40124275133712,0.463551797964455,2.10093761177004,1.26206119001137,0.915716418679933,0.273630854344661,2.49892222404858,1.51249008854385,0.665141375127163,1.5876447109486,0.101333197051289,0.0634722771662136,0.0969466755653971,0.0928890419303788,0.0357180279458856,0.545199356168186,2.34602296601974,-851.59846049417
"8",0.226634454899472,0.29846283264116,1.40463204657043,0.460685641306784,2.09989319675008,1.25432508676272,0.923163565258605,0.268195776598814,2.49490986458856,1.50924650139884,0.671922841872639,1.58995878925111,0.103016310437538,0.0683501052104383,0.108234155613685,0.0919963581413004,0.047652664561969,0.55211756953911,2.33865283290658,-851.457743777724
"9",0.231055401077347,0.28503931655831,1.41344803843383,0.461374190748847,2.09132839406956,1.2593766520331,0.928175786990129,0.264883242752694,2.49307291674313,1.51396234447318,0.667554909543335,1.59165707876786,0.110044751325748,0.0713479855835703,0.105836904302659,0.0917854445821538,0.0422090525304913,0.557570046396841,2.33860185070817,-850.027491091061
"10",0.231055401077347,0.28503931655831,1.41344803843383,0.461374190748847,2.09132839406956,1.2593766520331,0.928175786990129,0.264883242752694,2.49307291674313,1.51396234447318,0.667554909543335,1.59165707876786,0.110044751325748,0.0713479855835703,0.105836904302659,0.0917854445821538,0.0422090525304913,0.557570046396841,2.33860185070817,-850.027491091061
"11",0.228814930013661,0.280369952771105,1.41884999956957,0.466660154950234,2.09102652363109,1.25242494043886,0.919854147625848,0.254290921047132,2.48757607170523,1.50962697324272,0.672040698587708,1.5863474674442,0.104888057917307,0.0599173472912993,0.101511080223807,0.100556329706058,0.0360707247322846,0.554503734474111,2.33678315768722,-849.681352304258
"12",0.220981682653627,0.275225637501848,1.42418293592018,0.462134013593205,2.08405282749939,1.24621471305123,0.919691930989174,0.251290336696583,2.48491658745471,1.51097183266544,0.672332351291583,1.58071166630103,0.109205931525737,0.0663877475513244,0.102159160883057,0.0902815171878195,0.037207901366607,0.562270748367594,2.33593389399754,-850.098892330053
"13",0.233072604395824,0.277136583224348,1.41951509106041,0.448947962643996,2.076707819087,1.24751791135508,0.919061301204209,0.258771834660686,2.48420266648045,1.51879359182235,0.664024719441926,1.57847856123973,0.103372452716907,0.0555644665215034,0.0951044478289049,0.0882693317858497,0.0461388670253496,0.560259239079435,2.33085272910591,-849.678107449299
"14",0.235656886172895,0.269824775819366,1.41771923696381,0.44929700812771,2.07469291887076,1.255451715525,0.921445756992013,0.256540132234819,2.48664464139908,1.51213738297116,0.660764415089462,1.5776108421256,0.102681615018222,0.055717613820048,0.085822740682641,0.0948402797734143,0.0457094204888904,0.56632858673389,2.33227174753607,-849.707276823915
"15",0.235656886172895,0.269824775819366,1.41771923696381,0.44929700812771,2.07469291887076,1.255451715525,0.921445756992013,0.256540132234819,2.48664464139908,1.51213738297116,0.660764415089462,1.5776108421256,0.102681615018222,0.055717613820048,0.085822740682641,0.0948402797734143,0.0457094204888904,0.56632858673389,2.33227174753607,-849.707276823915
"16",0.226702358574457,0.266668405266271,1.40821961848096,0.45187771029291,2.07106912535464,1.25403362096279,0.922509563389746,0.259871289857397,2.48487419158419,1.5111340269936,0.674791991670272,1.57239031007037,0.10267591680197,0.0508270339221739,0.0821220868068004,0.0969327706717072,0.0519911795016036,0.573009128970622,2.33442918520929,-850.934192125762
"17",0.229798993763202,0.270840623630493,1.40888616308901,0.451270530071854,2.06955948875517,1.26046334115294,0.920036147100479,0.25800014222545,2.48725417595719,1.5186962257601,0.682709429749968,1.57490190730745,0.106291705242297,0.0485270632947766,0.0830670427642388,0.0908193764803995,0.0541809481549178,0.583077040796586,2.3302012757725,-849.763028155679
"18",0.229798993763202,0.270840623630493,1.40888616308901,0.451270530071854,2.06955948875517,1.26046334115294,0.920036147100479,0.25800014222545,2.48725417595719,1.5186962257601,0.682709429749968,1.57490190730745,0.106291705242297,0.0485270632947766,0.0830670427642388,0.0908193764803995,0.0541809481549178,0.583077040796586,2.3302012757725,-849.763028155679
