"","mu_phage","gamma_phage","f_phage","mu_plasmid","gamma_plasmid","f_plasmid","grow","log.density"
"1",0.249523244851039,1.39958050618698,0.0124365373638882,1.97848083520328,0.355114947054284,0.140655258778712,1.68341031083844,-860.490537053992
"2",0.249433608382175,1.40375985925244,0.0213418289301943,1.97167255291984,0.356432909723149,0.135477513625548,1.68429198332222,-860.5017683393
"3",0.249433608382175,1.40375985925244,0.0213418289301943,1.97167255291984,0.356432909723149,0.135477513625548,1.68429198332222,-860.5017683393
"4",0.249433608382175,1.40375985925244,0.0213418289301943,1.97167255291984,0.356432909723149,0.135477513625548,1.68429198332222,-860.5017683393
"5",0.249433608382175,1.40375985925244,0.0213418289301943,1.97167255291984,0.356432909723149,0.135477513625548,1.68429198332222,-860.5017683393
"6",0.249433608382175,1.40375985925244,0.0213418289301943,1.97167255291984,0.356432909723149,0.135477513625548,1.68429198332222,-860.5017683393
"7",0.255558123960593,1.40863407340692,0.0231422053896008,1.97829404965856,0.348866592457738,0.139817558456458,1.69679435918031,-861.037058892757
"8",0.254746301299486,1.41183502781667,0.0187795094201334,1.98524319817865,0.350377873235804,0.141396125257332,1.68867352467679,-860.685530681573
"9",0.253566075364687,1.40668813920754,0.0189526424578739,1.98558027068941,0.350631282347784,0.137841618690287,1.68826623448566,-860.330260220518
"10",0.253566075364687,1.40668813920754,0.0189526424578739,1.98558027068941,0.350631282347784,0.137841618690287,1.68826623448566,-860.330260220518
"11",0.251360096999617,1.39891306467075,0.0215994052953488,1.98034175506138,0.346843008081058,0.135743609781263,1.68340699589307,-860.735215868877
"12",0.251360096999617,1.39891306467075,0.0215994052953488,1.98034175506138,0.346843008081058,0.135743609781263,1.68340699589307,-860.735215868877
"13",0.250359436817646,1.39769441653087,0.0183433111670478,1.9809163378839,0.345984420498396,0.13706111988253,1.67837055439191,-861.471941190958
"14",0.253235193188344,1.38852424984765,0.0202829046524579,1.97240574836783,0.349069040735021,0.139537230015591,1.67952656329727,-861.731201820177
"15",0.250393057693249,1.38650116525407,0.0236440507998597,1.96849678135333,0.352170215792769,0.135067962612393,1.68036727082021,-859.818001576207
"16",0.252157066839042,1.39212434574657,0.021188928855645,1.96436096360473,0.354217627783133,0.136574184869062,1.69173912397678,-860.246719667197
"17",0.252157066839042,1.39212434574657,0.021188928855645,1.96436096360473,0.354217627783133,0.136574184869062,1.69173912397678,-860.246719667197
"18",0.252157066839042,1.39212434574657,0.021188928855645,1.96436096360473,0.354217627783133,0.136574184869062,1.69173912397678,-860.246719667197
"19",0.241560288745091,1.39083125909631,0.0087685387986222,1.96872624257707,0.354703004312745,0.14032923048197,1.69193847295569,-859.269212226355
"20",0.241560288745091,1.39083125909631,0.0087685387986222,1.96872624257707,0.354703004312745,0.14032923048197,1.69193847295569,-859.269212226355
"21",0.22862264614281,1.3919615792701,0.00544698001774556,1.96272969434724,0.359667169926526,0.13938642770161,1.69509683588697,-859.856200292455
"22",0.22638126594076,1.38131349460086,0.0124442277343881,1.95624948372897,0.362869724253599,0.152213134996344,1.69360186748663,-860.408362994583
"23",0.235408669797531,1.37852865472745,0.00439552526696466,1.95554943820089,0.366640956008413,0.149226010117144,1.69246030151449,-859.773497696786
"24",0.235408669797531,1.37852865472745,0.00439552526696466,1.95554943820089,0.366640956008413,0.149226010117144,1.69246030151449,-859.773497696786
"25",0.231901766963828,1.38813029041175,0.00324494586631916,1.95966974743993,0.368006383381261,0.156371188428195,1.6926834022909,-860.846532894317
"26",0.234533110028696,1.39336377913125,0.00656938214381852,1.95626755389078,0.370631869139545,0.157288395344254,1.69835424350429,-860.305762727796
"27",0.243096088578681,1.40451588738775,0.00312255867420637,1.95669388411281,0.371456345699557,0.15816804534594,1.70348255513696,-860.929710620773
"28",0.242899879646354,1.40850910001269,0.0021421377360118,1.97008734766177,0.366303904416423,0.152779856938178,1.70091863113447,-860.274073063519
"29",0.242824648640116,1.414235088168,8.19445545173518e-05,1.96991954573219,0.36302852361355,0.154687590865513,1.70609718676976,-859.376414619736
"30",0.242824648640116,1.414235088168,8.19445545173518e-05,1.96991954573219,0.36302852361355,0.154687590865513,1.70609718676976,-859.376414619736
"31",0.242824648640116,1.414235088168,8.19445545173518e-05,1.96991954573219,0.36302852361355,0.154687590865513,1.70609718676976,-859.376414619736
"32",0.247371074372547,1.4026472632237,0.000214138588465137,1.96449904905309,0.366601792614447,0.157121548035938,1.70434852776607,-861.142652057208
"33",0.247256838610498,1.40458887370299,0.00166822720804709,1.9669392881054,0.369826044613606,0.152570190639672,1.70320511085579,-860.411613315543
"34",0.247256838610498,1.40458887370299,0.00166822720804709,1.9669392881054,0.369826044613606,0.152570190639672,1.70320511085579,-860.411613315543
"35",0.247256838610498,1.40458887370299,0.00166822720804709,1.9669392881054,0.369826044613606,0.152570190639672,1.70320511085579,-860.411613315543
"36",0.247256838610498,1.40458887370299,0.00166822720804709,1.9669392881054,0.369826044613606,0.152570190639672,1.70320511085579,-860.411613315543
"37",0.247787680760587,1.41193783555271,0.00113181601889439,1.96468555704196,0.366071873398638,0.145650375535928,1.70619410519961,-860.385227113568
"38",0.247787680760587,1.41193783555271,0.00113181601889439,1.96468555704196,0.366071873398638,0.145650375535928,1.70619410519961,-860.385227113568
"39",0.250687594031415,1.40767946655063,0.00113603768460711,1.95985224292805,0.364229477893775,0.150645893389973,1.70575929896808,-860.407654609442
"40",0.250687594031415,1.40767946655063,0.00113603768460711,1.95985224292805,0.364229477893775,0.150645893389973,1.70575929896808,-860.407654609442
"41",0.250687594031415,1.40767946655063,0.00113603768460711,1.95985224292805,0.364229477893775,0.150645893389973,1.70575929896808,-860.407654609442
"42",0.247116470992283,1.40975948246611,0.00112412968120103,1.96802839176748,0.362404727102465,0.150603652822461,1.70592026667139,-860.536848373412
"43",0.244519559655567,1.40587313257501,0.00218478268423114,1.96905303372809,0.366095377982489,0.156043542952619,1.7014896352362,-860.649089235592
"44",0.245169919586616,1.40855689259614,0.00793639789891436,1.97620250739784,0.363855412007897,0.157864901826615,1.69674996226157,-861.473029361804
"45",0.242882312212695,1.40237477684072,0.0130608885080466,1.97676068076776,0.35541424514368,0.156663195395795,1.69180480155865,-860.37429126232
"46",0.241848569778514,1.40260528593661,0.0118778154842076,1.97191963300499,0.354716697755825,0.148156310223002,1.69146268390263,-861.35898877042
"47",0.244317194632036,1.39735197365586,0.010703483844321,1.96690671375683,0.348524166089879,0.14776931101709,1.68435630718514,-860.293276563892
"48",0.244976701078236,1.40001465908608,0.00174440609935758,1.98052333497291,0.351278011813805,0.153833489171602,1.69312994906183,-861.077141110766
"49",0.244820325975916,1.39402437029836,0.0050344940151993,1.98324557747431,0.347002805415788,0.155610578444151,1.67994497224279,-860.65394603291
"50",0.241995988731293,1.39206751931262,0.0092709041044473,1.9776912643565,0.343211745496436,0.155966977616829,1.67091656327463,-860.139475298905
"51",0.241995988731293,1.39206751931262,0.0092709041044473,1.9776912643565,0.343211745496436,0.155966977616829,1.67091656327463,-860.139475298905
"52",0.241995988731293,1.39206751931262,0.0092709041044473,1.9776912643565,0.343211745496436,0.155966977616829,1.67091656327463,-860.139475298905
"53",0.241995988731293,1.39206751931262,0.0092709041044473,1.9776912643565,0.343211745496436,0.155966977616829,1.67091656327463,-860.139475298905
"54",0.242074350479331,1.39753715629271,0.00876399664942084,1.98165554565335,0.342209468518801,0.158149319967895,1.66730307340385,-861.029902127149
"55",0.242074350479331,1.39753715629271,0.00876399664942084,1.98165554565335,0.342209468518801,0.158149319967895,1.66730307340385,-861.029902127149
"56",0.233755889563338,1.39884322010971,0.0125100889920352,1.97489585804717,0.34054882734131,0.155846468241619,1.66674292088949,-861.030876580517
"57",0.233950563097163,1.40029061470153,0.0131992993821848,1.98234970366607,0.3480151591943,0.153529569472677,1.67013830886183,-861.14305517302
"58",0.240244454417706,1.41146919594928,0.0206501092448725,1.99051585567052,0.356777368126794,0.142105758544584,1.67416707279672,-860.804598190337
"59",0.239228796808075,1.41460557891383,0.0209013656540768,1.99416630975759,0.353551819796815,0.145969684404494,1.66721509123434,-860.451619337135
"60",0.239228796808075,1.41460557891383,0.0209013656540768,1.99416630975759,0.353551819796815,0.145969684404494,1.66721509123434,-860.451619337135
"61",0.238225584490651,1.4081485886835,0.0169472328556835,1.99071825152588,0.35030671178841,0.140486074905921,1.67102361063228,-859.233222962487
"62",0.238225584490651,1.4081485886835,0.0169472328556835,1.99071825152588,0.35030671178841,0.140486074905921,1.67102361063228,-859.233222962487
"63",0.242477616073183,1.40871249168265,0.0126684140165442,1.99679643083043,0.354420946807958,0.145059120328245,1.67915910866188,-859.796599968732
"64",0.242477616073183,1.40871249168265,0.0126684140165442,1.99679643083043,0.354420946807958,0.145059120328245,1.67915910866188,-859.796599968732
"65",0.241596945923648,1.41177010689696,0.0120871146382887,1.99574508539352,0.352251401022747,0.139120232964448,1.68828461420737,-859.629888028508
"66",0.249423127960564,1.41439430907994,0.00523618924312797,1.99722648438659,0.353148951864044,0.137277098544911,1.68622925854406,-860.260973866792
"67",0.244385613254247,1.42280484313182,0.00985509483229013,1.99986874570902,0.353788657830391,0.13946681784907,1.68769090741067,-859.944312587351
"68",0.244385613254247,1.42280484313182,0.00985509483229013,1.99986874570902,0.353788657830391,0.13946681784907,1.68769090741067,-859.944312587351
"69",0.249296156413757,1.42201431358155,0.00616568741434467,1.99848469557129,0.350393471317541,0.145458785867119,1.69199932262793,-859.982328411007
"70",0.249296156413757,1.42201431358155,0.00616568741434467,1.99848469557129,0.350393471317541,0.145458785867119,1.69199932262793,-859.982328411007
"71",0.249121092788845,1.42358959518482,0.0110953989851898,2.00331808073633,0.346474920930273,0.141998990127884,1.69315417262728,-860.796342458878
"72",0.243940330809083,1.4315471926738,0.00830375092853377,2.00048142256981,0.349061380671158,0.138798069507866,1.68375364328795,-859.781115427453
"73",0.243940330809083,1.4315471926738,0.00830375092853377,2.00048142256981,0.349061380671158,0.138798069507866,1.68375364328795,-859.781115427453
"74",0.243940330809083,1.4315471926738,0.00830375092853377,2.00048142256981,0.349061380671158,0.138798069507866,1.68375364328795,-859.781115427453
"75",0.241080912626139,1.43316336028407,0.00936542085686719,1.98998965875591,0.342083045874023,0.137470945004608,1.67802739943537,-858.896312135596
"76",0.232493809730945,1.43080376372963,0.00425908252186657,1.98817046732623,0.344042579609687,0.136987210392536,1.67844706206097,-859.227625387251
"77",0.232493809730945,1.43080376372963,0.00425908252186657,1.98817046732623,0.344042579609687,0.136987210392536,1.67844706206097,-859.227625387251
"78",0.223328486304241,1.42926739792317,0.00245682604977721,1.99119421215184,0.337112150774244,0.140278677324777,1.66909522465053,-859.434357507415
"79",0.227300738853445,1.42985887729049,0.00370540015233884,2.00030280222311,0.33293564606893,0.145201970567742,1.66728995595337,-860.219786379111
"80",0.226125476891753,1.42952218860323,0.00506886723258213,2.00299103395753,0.334449811675871,0.14553074896228,1.66973122643412,-858.426005414027
"81",0.222738407532065,1.43010368792829,0.013451154780158,1.99559444805626,0.340515567327463,0.140248825131592,1.67376614680012,-859.804895755991
"82",0.222738407532065,1.43010368792829,0.013451154780158,1.99559444805626,0.340515567327463,0.140248825131592,1.67376614680012,-859.804895755991
"83",0.226508150345585,1.4294494865773,0.0203192254137793,1.99783515362963,0.340445978401613,0.141278854468563,1.66702549840464,-860.344995394912
"84",0.230332221227218,1.43167968577763,0.0244969966528807,2.00534119351701,0.338359548937579,0.145767799753369,1.66637949567554,-860.088198011245
"85",0.230332221227218,1.43167968577763,0.0244969966528807,2.00534119351701,0.338359548937579,0.145767799753369,1.66637949567554,-860.088198011245
"86",0.230624506659757,1.4350303392699,0.0264467827290664,2.00663117990639,0.342163347898841,0.139374525634536,1.65965015572271,-859.891682954365
"87",0.230624506659757,1.4350303392699,0.0264467827290664,2.00663117990639,0.342163347898841,0.139374525634536,1.65965015572271,-859.891682954365
"88",0.235889446401194,1.43400178802499,0.0329613654737739,2.01463162394706,0.334716011972438,0.140685118593331,1.66213083614871,-860.145753038407
"89",0.235889446401194,1.43400178802499,0.0329613654737739,2.01463162394706,0.334716011972438,0.140685118593331,1.66213083614871,-860.145753038407
"90",0.235889446401194,1.43400178802499,0.0329613654737739,2.01463162394706,0.334716011972438,0.140685118593331,1.66213083614871,-860.145753038407
"91",0.235889446401194,1.43400178802499,0.0329613654737739,2.01463162394706,0.334716011972438,0.140685118593331,1.66213083614871,-860.145753038407
"92",0.228935167475824,1.43795552796003,0.0271999284374359,2.0085899644725,0.334767157540128,0.137312366998564,1.6603329926838,-859.755736404958
"93",0.227852648243969,1.42952902765515,0.0332804243763473,2.00803306731079,0.333538181257797,0.139233136248966,1.65617888471325,-860.050462413636
"94",0.227852648243969,1.42952902765515,0.0332804243763473,2.00803306731079,0.333538181257797,0.139233136248966,1.65617888471325,-860.050462413636
"95",0.227852648243969,1.42952902765515,0.0332804243763473,2.00803306731079,0.333538181257797,0.139233136248966,1.65617888471325,-860.050462413636
"96",0.227852648243969,1.42952902765515,0.0332804243763473,2.00803306731079,0.333538181257797,0.139233136248966,1.65617888471325,-860.050462413636
"97",0.22802345524924,1.43096816389731,0.0400864768500492,2.00713922600068,0.338363112019734,0.140018386543451,1.65481739708534,-859.813000630735
"98",0.22802345524924,1.43096816389731,0.0400864768500492,2.00713922600068,0.338363112019734,0.140018386543451,1.65481739708534,-859.813000630735
"99",0.22802345524924,1.43096816389731,0.0400864768500492,2.00713922600068,0.338363112019734,0.140018386543451,1.65481739708534,-859.813000630735
"100",0.227094601497183,1.44081799987627,0.0355789866404346,2.0111880178319,0.340532018401193,0.142423826824577,1.65388992438967,-861.179826763673
"101",0.224677124477376,1.43584650284806,0.0311363300865899,2.00152516186691,0.338350568963775,0.133034820535355,1.63131562161581,-860.265449831844
"102",0.22642645010004,1.43367598870037,0.0512224626491652,2.00537036761842,0.349227008756397,0.105908872367952,1.62736571238955,-861.118447384374
"103",0.203733139390004,1.44340239924611,0.0342555058112444,2.00494055402608,0.315114225038028,0.100352412303038,1.60956055846519,-859.179993052317
"104",0.203733139390004,1.44340239924611,0.0342555058112444,2.00494055402608,0.315114225038028,0.100352412303038,1.60956055846519,-859.179993052317
"105",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"106",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"107",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"108",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"109",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"110",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"111",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"112",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"113",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"114",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"115",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"116",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"117",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"118",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"119",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"120",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"121",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"122",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"123",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
"124",0.194527122713226,1.45687369805554,0.0274210237437628,2.02580756858395,0.32936059430221,0.0767082483600065,1.57200682691628,-858.6625867718
