"","mu","gamma","f","grow","log.density"
"1",4.58960662274629,0.774851268517529,0.000899333599447348,1.39733915676241,-926.910460804089
"2",4.58960662274629,0.774851268517529,0.000899333599447348,1.39733915676241,-926.910460804089
"3",4.58205931683082,0.775964605994625,0.0024012527828523,1.39445564719406,-927.08425462046
"4",4.57820829677529,0.773832184264789,0.00505482251476891,1.40092300605452,-927.359879113189
"5",4.58178095706427,0.779595902445214,0.00138785837875529,1.40152328095425,-927.384277319344
"6",4.58324805438077,0.776668550527791,0.00203236194760311,1.39982605695728,-927.508644521614
"7",4.58324805438077,0.776668550527791,0.00203236194760311,1.39982605695728,-927.508644521614
"8",4.58328524902573,0.773693318309277,0.00663235957978361,1.41275967922515,-927.755799925859
"9",4.58287059820847,0.776040910908038,0.00569366037984343,1.42417122510738,-927.404827859961
"10",4.57574085797699,0.775773875313465,0.0103890179336147,1.42111392689733,-927.518449145799
"11",4.57574085797699,0.775773875313465,0.0103890179336147,1.42111392689733,-927.518449145799
"12",4.57574085797699,0.775773875313465,0.0103890179336147,1.42111392689733,-927.518449145799
"13",4.57366967036656,0.761325715917622,0.0208064528967537,1.41736642480377,-927.939512224035
"14",4.57366967036656,0.761325715917622,0.0208064528967537,1.41736642480377,-927.939512224035
"15",4.57200186007552,0.771395392026725,0.0226011336904776,1.40888018055453,-927.726218910241
"16",4.57075548715911,0.770954472791334,0.0152679465164878,1.40725514641078,-927.821356938801
"17",4.5761922371129,0.772100732303993,0.0170282248505189,1.40489182840373,-926.779603715966
"18",4.5786285082314,0.772431756530055,0.0193358841449244,1.40242033584405,-927.916310744141
"19",4.5786285082314,0.772431756530055,0.0193358841449244,1.40242033584405,-927.916310744141
"20",4.58002997889712,0.781816566470528,0.0138399361606144,1.41080320529265,-928.481112581125
"21",4.59348041666111,0.778850975700045,0.0126833196346133,1.41487692980622,-926.979581357346
"22",4.58990797414938,0.78020677052004,0.0102858164142031,1.40593149700792,-927.182486728943
"23",4.58990797414938,0.78020677052004,0.0102858164142031,1.40593149700792,-927.182486728943
"24",4.59255612675338,0.786145172535133,0.0138919896489275,1.40739218431875,-927.721629262641
"25",4.59223311749355,0.787644556020217,0.0177568076395987,1.40415054016527,-927.675639959214
"26",4.59223311749355,0.787644556020217,0.0177568076395987,1.40415054016527,-927.675639959214
"27",4.59735836490546,0.793873785135665,0.0280117323834362,1.40605826806822,-928.80175845144
"28",4.59842938688766,0.794365495776962,0.0384079837913274,1.4010012339125,-928.126714329839
"29",4.59842938688766,0.794365495776962,0.0384079837913274,1.4010012339125,-928.126714329839
"30",4.59842938688766,0.794365495776962,0.0384079837913274,1.4010012339125,-928.126714329839
"31",4.59596357745326,0.788936424560801,0.0352186736602806,1.40239008324176,-929.643501800765
"32",4.59748092770771,0.785408054226307,0.042304015321669,1.40130389704951,-927.814814485062
"33",4.59748092770771,0.785408054226307,0.042304015321669,1.40130389704951,-927.814814485062
"34",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"35",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"36",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"37",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"38",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"39",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"40",4.59546165483078,0.792273842529563,0.0481906245999549,1.40783684822888,-928.251357223068
"41",4.59720952962567,0.794903297139312,0.0431876136260358,1.40407370987419,-929.07042092049
"42",4.60190566663118,0.794416335780363,0.0379463453945633,1.39854045301156,-928.848727974289
"43",4.60190566663118,0.794416335780363,0.0379463453945633,1.39854045301156,-928.848727974289
"44",4.60474469539729,0.796653153360045,0.037471846338612,1.39571461342397,-929.240615356807
"45",4.60022077059199,0.798037284160012,0.0331784458321911,1.39903741533694,-928.642411256066
"46",4.59976627996198,0.797415235932848,0.0317539248030655,1.39858032130387,-927.842800507476
"47",4.59976627996198,0.797415235932848,0.0317539248030655,1.39858032130387,-927.842800507476
"48",4.59600099066356,0.789025966078527,0.0293955975495195,1.40976016592444,-928.641284869711
"49",4.59600099066356,0.789025966078527,0.0293955975495195,1.40976016592444,-928.641284869711
"50",4.59456341064428,0.785551235038213,0.0231957547588891,1.4096550268344,-928.311004443432
"51",4.59596484473959,0.780959625045771,0.0175433283036842,1.40383529724511,-928.088277632461
"52",4.59872386148844,0.774157587482202,0.0133323878452292,1.4004318250606,-927.094137195598
"53",4.59872386148844,0.774157587482202,0.0133323878452292,1.4004318250606,-927.094137195598
"54",4.59864212806138,0.77206661332964,0.0110522201024988,1.38882081989201,-927.844516105425
"55",4.59655221949461,0.768887891204897,0.00364560832297968,1.38467753427208,-927.428511205381
"56",4.59448238964763,0.765155774040927,0.00410229846562473,1.39018217109054,-927.387361529282
"57",4.59094414522056,0.764515066657555,0.00477893062791678,1.39486540946522,-926.70333120992
"58",4.59590203625936,0.761789046456821,0.00370146395195894,1.39218140930855,-927.547627831322
"59",4.58543752967204,0.760998138578308,0.00310390859339415,1.38824947830353,-927.637620726672
"60",4.58077998596356,0.760746423364686,0.00193045517564739,1.38672198425109,-927.784546826695
"61",4.57466381555011,0.762843960000516,0.000106066862666412,1.38677093820118,-926.853371906835
"62",4.57466381555011,0.762843960000516,0.000106066862666412,1.38677093820118,-926.853371906835
"63",4.57785163035227,0.7704944439723,0.00263651853210794,1.38533545641768,-926.967071253584
"64",4.56259082625898,0.772852568282466,0.00219846328221243,1.37919286402035,-927.907190546517
"65",4.55825360377962,0.77146655323123,0.00992051152159472,1.38216912047538,-927.493094472947
"66",4.55979161589396,0.765284526777852,0.0106076793205734,1.37885506662306,-927.667270725601
"67",4.56270836604793,0.763738939772457,0.0111778038485743,1.37158781550262,-928.201809843006
"68",4.56223715827123,0.76587711114953,0.0142346722929203,1.37271253871901,-927.535179503201
"69",4.55854428438704,0.768303223113042,0.0121684194113695,1.37353827764161,-927.286895500513
"70",4.55280353348764,0.775521219114937,0.00570602155638736,1.37370901100756,-928.281813596683
"71",4.55404594967152,0.780655106563313,0.00499935070035178,1.37696627346224,-927.6394631733
"72",4.55030870386742,0.7798255365881,0.00360096170024665,1.37189389637386,-927.969651840891
"73",4.5478898543602,0.771285267161301,0.010479840474974,1.37251026655998,-928.223216713801
"74",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"75",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"76",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"77",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"78",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"79",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"80",4.54541305246649,0.781354537568051,0.0130687993120071,1.37087703152719,-927.05365826017
"81",4.54232347818842,0.7796471177269,0.0119748716470044,1.36554516292857,-928.392129810782
"82",4.54101656475162,0.785244505515462,0.0219330653392958,1.3816647300412,-929.265331167054
"83",4.542467396497,0.792832582778538,0.0126410379952166,1.38382695231352,-927.511837571316
"84",4.54849664826881,0.795541951047871,0.0181832572225847,1.3840614269491,-928.019378181837
"85",4.54849664826881,0.795541951047871,0.0181832572225847,1.3840614269491,-928.019378181837
"86",4.54619665497283,0.801016715067244,0.0223726327238935,1.38698476959942,-928.795586636386
"87",4.5514177052997,0.793829324855137,0.0169616010199552,1.38936486962655,-928.920868097964
"88",4.54806712295951,0.792781693465087,0.0142311037174492,1.384897826672,-927.551540600472
"89",4.54696923219613,0.786027904707326,0.015465373637851,1.38270062082158,-928.524075307071
"90",4.54364916034837,0.790618440740588,0.0156124544667807,1.38165272051579,-927.11512316462
"91",4.53931352117976,0.790357932996819,0.0170493324480551,1.38404978449687,-927.44542444135
"92",4.5338302067244,0.788646241992347,0.0118054145737519,1.38046322416429,-927.337816739458
"93",4.53394957456482,0.792999660029815,0.0160198288609288,1.38380357954434,-928.630934254389
"94",4.53384313273078,0.796559491803636,0.00977687257819071,1.39116783047361,-927.946809194975
"95",4.53782266659074,0.79100966078683,0.00488720198545689,1.39833090741609,-927.760639580306
"96",4.53414091101922,0.790963692800688,0.00500937744194092,1.39949255092349,-927.218732943221
"97",4.53653014756598,0.79621155333803,0.00504553822030083,1.39770456957008,-927.557147675241
"98",4.53653014756598,0.79621155333803,0.00504553822030083,1.39770456957008,-927.557147675241
"99",4.53653014756598,0.79621155333803,0.00504553822030083,1.39770456957008,-927.557147675241
"100",4.53800267867506,0.787959151068469,0.0134660786880842,1.40982076536711,-928.147893350622
"101",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"102",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"103",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"104",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"105",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"106",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"107",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"108",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"109",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"110",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"111",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"112",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"113",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"114",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"115",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"116",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"117",4.53778786632776,0.779780312669671,0.0145608597103019,1.39065946224294,-928.516137419472
"118",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"119",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"120",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"121",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"122",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"123",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"124",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"125",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
"126",4.87079353285398,1.39827630555133,0.0127853949764868,1.3508047098331,-928.910618269875
