"","mu","gamma","f","grow","log.density"
"1",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"2",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"3",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"4",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"5",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"6",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"7",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"8",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"9",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"10",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"11",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"12",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"13",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"14",7.39321304677893,4.97587843591996,0.0468519521473987,1.51505386607615,-927.540859133743
"15",7.39420574702668,4.97253529120359,0.051802255201591,1.51459974457495,-930.222399088958
"16",7.39672998240024,4.97076019065653,0.0474232820154485,1.50944969564725,-928.88686133293
"17",7.39790140462217,4.97837366910685,0.0496768621267699,1.5074813363765,-927.849820510819
"18",7.39525129243048,4.97994735461702,0.0509347132845192,1.51288744970884,-928.672957454043
"19",7.39525129243048,4.97994735461702,0.0509347132845192,1.51288744970884,-928.672957454043
"20",7.40173381653074,4.97897427758133,0.0480185734661228,1.51190788378148,-928.476760259098
"21",7.40173381653074,4.97897427758133,0.0480185734661228,1.51190788378148,-928.476760259098
"22",7.40173381653074,4.97897427758133,0.0480185734661228,1.51190788378148,-928.476760259098
"23",7.40173381653074,4.97897427758133,0.0480185734661228,1.51190788378148,-928.476760259098
"24",7.39844232755373,4.98006588458264,0.0497248587871363,1.51210353258984,-928.66036516648
"25",7.39844232755373,4.98006588458264,0.0497248587871363,1.51210353258984,-928.66036516648
"26",7.39365882048778,4.97383885468667,0.053982409110092,1.51730016985341,-928.34092393697
"27",7.39365882048778,4.97383885468667,0.053982409110092,1.51730016985341,-928.34092393697
"28",7.39147988032163,4.97099894735353,0.0565340382723162,1.51714870871547,-928.740461897933
"29",7.39147988032163,4.97099894735353,0.0565340382723162,1.51714870871547,-928.740461897933
"30",7.38928331777975,4.97509591544795,0.0512684146005226,1.51764188609114,-928.749256054837
"31",7.39785707389094,4.97604776563769,0.0515997425610872,1.52596450851153,-929.148007406036
"32",7.38712930628849,4.9770667377539,0.0603927813512254,1.52061280860953,-928.811156155296
"33",7.3898276180968,4.97613887304645,0.0562928768521287,1.51930223900067,-928.117071123495
"34",7.3898276180968,4.97613887304645,0.0562928768521287,1.51930223900067,-928.117071123495
"35",7.3898276180968,4.97613887304645,0.0562928768521287,1.51930223900067,-928.117071123495
"36",7.39670451107582,4.97462483154117,0.0552396822083898,1.52062058176774,-927.72779194448
"37",7.39670451107582,4.97462483154117,0.0552396822083898,1.52062058176774,-927.72779194448
"38",7.39266927860706,4.97222208711444,0.0565075897938568,1.52237630600307,-928.254066737688
"39",7.39266927860706,4.97222208711444,0.0565075897938568,1.52237630600307,-928.254066737688
"40",7.39266927860706,4.97222208711444,0.0565075897938568,1.52237630600307,-928.254066737688
"41",7.39448761203698,4.97706773103801,0.0587190749399795,1.51427164700355,-928.987250251082
"42",7.4000547881255,4.97228532106753,0.0617940863558606,1.51133030556631,-928.911444309462
"43",7.40440809309439,4.97662283954763,0.0645990349062013,1.50589028395796,-928.888500681599
"44",7.40876884185319,4.97582181391541,0.0593944406662811,1.49886626789817,-928.704943982047
"45",7.41534123145412,4.97545866393883,0.0558125548280416,1.49326252701816,-928.449734631772
"46",7.41534123145412,4.97545866393883,0.0558125548280416,1.49326252701816,-928.449734631772
"47",7.41380148418826,4.98322540730888,0.0539596814008161,1.50080305806283,-928.658975314062
"48",7.40979892362755,4.98286180873771,0.0543838138202275,1.50361827062163,-928.931401554458
"49",7.40992963861807,4.97297728180771,0.0549083701927117,1.50191185724447,-929.165361276726
"50",7.41625380372524,4.97009393522062,0.0557151029352617,1.5032495258209,-929.499832412156
"51",7.41444403724481,4.97642161809491,0.0564789101068519,1.4962551548143,-928.801362357029
"52",7.41604600836405,4.98457244636279,0.0504606613791043,1.49252585685983,-928.362867016817
"53",7.41802420854003,4.98333081624057,0.0520111801923001,1.49284216065331,-929.025710300992
"54",7.42775913703802,4.97531087007458,0.0449384021120423,1.49264754714799,-928.838008812169
"55",7.43200574239304,4.97634336102596,0.0452234758645065,1.48696905141737,-928.581112069143
"56",7.43653887973552,4.9782182465505,0.0510970456407798,1.49437982812726,-928.769187783186
"57",7.43120513267585,4.97564557973612,0.058149726777848,1.50238391634402,-928.552829063826
"58",7.43120513267585,4.97564557973612,0.058149726777848,1.50238391634402,-928.552829063826
"59",7.43120513267585,4.97564557973612,0.058149726777848,1.50238391634402,-928.552829063826
"60",7.43284831003277,4.98030592032469,0.0605304099637647,1.49818686430354,-929.210316799669
"61",7.43012580611439,4.99132195041771,0.0606041606536806,1.49168473580919,-929.283324456436
"62",7.43012580611439,4.99132195041771,0.0606041606536806,1.49168473580919,-929.283324456436
"63",7.43090962356109,4.99658140847734,0.0600354588183066,1.49786651487045,-929.457499465045
"64",7.42689861730319,4.99339336376256,0.0596082821742385,1.49951002029409,-928.960947598991
"65",7.43729401212971,4.99148314640961,0.056672062325829,1.50351055442046,-929.478126198539
"66",7.4429449485255,4.99776452088126,0.056244249903811,1.50206365610312,-929.729318819526
"67",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"68",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"69",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"70",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"71",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"72",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"73",7.44492214433458,4.99249404593652,0.0554894608197756,1.5117974924479,-927.430755317037
"74",7.44335738598637,4.99285724726341,0.0627326631693832,1.52102745832385,-929.569298929394
"75",7.43768821264604,4.99664529692227,0.0654029612749443,1.52184655501617,-929.711298672686
"76",7.43543018341991,4.99169841792921,0.064290951866828,1.51495792999719,-930.140823474952
"77",7.43319701694196,4.98764923239603,0.0604683511322296,1.5145212664475,-929.104603992552
"78",7.43319701694196,4.98764923239603,0.0604683511322296,1.5145212664475,-929.104603992552
"79",7.436180982945,4.9806614501749,0.0552840616111934,1.50981744350225,-928.715699264453
"80",7.44138802827232,4.98608276166212,0.0527130342878704,1.50864745653195,-928.065867248339
"81",7.44138802827232,4.98608276166212,0.0527130342878704,1.50864745653195,-928.065867248339
"82",7.4428634488059,4.99365683945786,0.0497541881790426,1.50616355059103,-928.058523510449
"83",7.44381474925377,4.99996281824101,0.0559145008748038,1.51049875753872,-928.587610190583
"84",7.4412590034764,4.99628434058805,0.0501447973429378,1.51699633481151,-929.206743274003
"85",7.43912089727609,4.98879311468212,0.0459787741509315,1.51237470713273,-928.157136044357
"86",7.43912089727609,4.98879311468212,0.0459787741509315,1.51237470713273,-928.157136044357
"87",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"88",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"89",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"90",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"91",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"92",7.4321761557555,4.97861535122463,0.0431654078971351,1.50889247258812,-928.294490601943
"93",7.43538739808965,4.97735454643404,0.0424288396849174,1.50672263819078,-927.823773513637
"94",7.4391292942074,4.98283006476766,0.0457171136868355,1.51134859880644,-927.704871972229
"95",7.4391292942074,4.98283006476766,0.0457171136868355,1.51134859880644,-927.704871972229
"96",7.4391292942074,4.98283006476766,0.0457171136868355,1.51134859880644,-927.704871972229
"97",7.43457031893584,4.98076551668893,0.0426807488830375,1.5085859170007,-928.179289922503
"98",7.43457031893584,4.98076551668893,0.0426807488830375,1.5085859170007,-928.179289922503
"99",7.43457031893584,4.98076551668893,0.0426807488830375,1.5085859170007,-928.179289922503
"100",7.44351351460495,4.99104976378729,0.042042311963753,1.50625416021308,-927.721016761446
"101",7.44351351460495,4.99104976378729,0.042042311963753,1.50625416021308,-927.721016761446
"102",7.44170557968269,4.97968171232955,0.0384191089974309,1.50026568775953,-927.352656484075
"103",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"104",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"105",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"106",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"107",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"108",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"109",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"110",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"111",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"112",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"113",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"114",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"115",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"116",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"117",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"118",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"119",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"120",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"121",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"122",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"123",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"124",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"125",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"126",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"127",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"128",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"129",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"130",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"131",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"132",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"133",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"134",7.46413547299353,4.94991477120322,0.0484988184990758,1.49441995040346,-928.945749949536
"135",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"136",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"137",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"138",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"139",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"140",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"141",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"142",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"143",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"144",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"145",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"146",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"147",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"148",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"149",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"150",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"151",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"152",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"153",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"154",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"155",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"156",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"157",7.47640622934833,4.88911605164568,0.0504151726329182,1.25390133100857,-930.494117707352
"158",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"159",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"160",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"161",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"162",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"163",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"164",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"165",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"166",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"167",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"168",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"169",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"170",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"171",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"172",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"173",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"174",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"175",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
"176",7.55760488926453,5.31434461460609,0.0566670793827851,1.44127949139641,-929.505837857262
