"","mu","gamma","f","grow","log.density"
"1",3.82668161133989,2.49449486372356,0.00445983560230303,1.39882639820036,-927.580082182336
"2",3.82535744983063,2.49665509878396,0.000518456959340898,1.39261076832316,-927.3120345975
"3",3.82535744983063,2.49665509878396,0.000518456959340898,1.39261076832316,-927.3120345975
"4",3.82535744983063,2.49665509878396,0.000518456959340898,1.39261076832316,-927.3120345975
"5",3.82535744983063,2.49665509878396,0.000518456959340898,1.39261076832316,-927.3120345975
"6",3.82500383253186,2.50416270703845,0.00123706062894105,1.39781491834366,-927.547196046634
"7",3.82691265681693,2.50174617902833,0.00245558662957414,1.39478198815223,-927.990157371107
"8",3.8347144773158,2.50975328768227,0.00616201965500696,1.39562294414321,-926.940237179781
"9",3.83583943250975,2.50778180439549,0.00670090716628852,1.40299123440773,-927.769670244665
"10",3.84014839325091,2.50910042766987,0.0149790072408692,1.40576017106171,-927.782237884864
"11",3.84204449793562,2.51086968010011,0.0145550157942366,1.411414152692,-928.088086765578
"12",3.84204449793562,2.51086968010011,0.0145550157942366,1.411414152692,-928.088086765578
"13",3.84466721563223,2.5061117303387,0.0106607830584495,1.41308316990195,-927.295054941869
"14",3.84466721563223,2.5061117303387,0.0106607830584495,1.41308316990195,-927.295054941869
"15",3.85062700895223,2.50271946522334,0.0102317094785181,1.41581989199714,-926.862199922158
"16",3.85062700895223,2.50271946522334,0.0102317094785181,1.41581989199714,-926.862199922158
"17",3.84395467595288,2.50373629826077,0.00682262140846,1.41364850076502,-928.092958669701
"18",3.84635496485368,2.50256516991188,0.0098890037088061,1.41691996095817,-927.693703468174
"19",3.85772799697965,2.50426539813793,0.0188349014298467,1.4151637750511,-926.616173222117
"20",3.85772799697965,2.50426539813793,0.0188349014298467,1.4151637750511,-926.616173222117
"21",3.85632665151679,2.49670628345232,0.0229152995723049,1.41745454500417,-927.721907360999
"22",3.85706321294802,2.50214283953627,0.023766597737037,1.42229382907259,-928.078662349934
"23",3.86124577114189,2.50458359863254,0.0270300296871241,1.42605641987465,-927.971518216507
"24",3.8644266569291,2.49755665546215,0.0266964135763502,1.42224065725798,-928.635305736413
"25",3.86547913707732,2.50055138856766,0.026278655413009,1.41209284298352,-927.970305019979
"26",3.86547913707732,2.50055138856766,0.026278655413009,1.41209284298352,-927.970305019979
"27",3.86547913707732,2.50055138856766,0.026278655413009,1.41209284298352,-927.970305019979
